Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Le Bardo,12
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Le Bardo,106
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Le Bardo,1018
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Le Bardo,72
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Le Bardo,789
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Le Bardo,200
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Le Bardo,5025
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Le Bardo,1672
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Le Bardo,15
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sijoumi,7190
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sijoumi,22
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sijoumi,234
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sijoumi,918
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sijoumi,800
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sijoumi,2080
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sijoumi,673
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sijoumi,1595
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sijoumi,863
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sijoumi,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sijoumi,3115
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sijoumi,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sijoumi,37
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sijoumi,710
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sijoumi,25
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sijoumi,448
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sijoumi,49
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sijoumi,1216
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sijoumi,620
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sijoumi,8
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Kabaria,18150
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Kabaria,59
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Kabaria,773
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Kabaria,2806
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Kabaria,1943
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Kabaria,3627
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Kabaria,1790
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de El Kabaria,4949
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Kabaria,2185
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de El Kabaria,18
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Kabaria,8614
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Kabaria,11
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Kabaria,127
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Kabaria,2061
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Kabaria,50
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Kabaria,972
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Kabaria,239
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de El Kabaria,3850
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Kabaria,1292
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de El Kabaria,12
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sidi El Béchir,6025
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sidi El Béchir,41
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sidi El Béchir,131
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sidi El Béchir,774
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sidi El Béchir,365
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sidi El Béchir,1632
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sidi El Béchir,451
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sidi El Béchir,1588
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sidi El Béchir,1037
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sidi El Béchir,6
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sidi El Béchir,3049
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sidi El Béchir,7
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sidi El Béchir,57
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sidi El Béchir,410
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sidi El Béchir,23
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sidi El Béchir,330
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sidi El Béchir,80
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sidi El Béchir,1506
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sidi El Béchir,626
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sidi El Béchir,10
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Djebel Djelloud,4636
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Djebel Djelloud,22
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Djebel Djelloud,115
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Djebel Djelloud,1264
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Djebel Djelloud,641
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Djebel Djelloud,774
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Djebel Djelloud,420
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Djebel Djelloud,889
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Djebel Djelloud,504
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Djebel Djelloud,7
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Djebel Djelloud,2083
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Djebel Djelloud,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Djebel Djelloud,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Djebel Djelloud,916
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Djebel Djelloud,28
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Djebel Djelloud,219
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Djebel Djelloud,38
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Djebel Djelloud,553
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Djebel Djelloud,302
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Djebel Djelloud,10
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de La Goulette,11350
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de La Goulette,137
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de La Goulette,266
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de La Goulette,982
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de La Goulette,766
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de La Goulette,1874
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de La Goulette,935
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de La Goulette,3314
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de La Goulette,3061
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de La Goulette,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de La Goulette,7021
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de La Goulette,14
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de La Goulette,115
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de La Goulette,543
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de La Goulette,73
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de La Goulette,710
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de La Goulette,293
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de La Goulette,3320
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de La Goulette,1943
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de La Goulette,10
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de L'Ariana Ville,26942
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de L'Ariana Ville,282
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de L'Ariana Ville,607
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de L'Ariana Ville,2561
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de L'Ariana Ville,1949
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de L'Ariana Ville,4757
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de L'Ariana Ville,1561
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de L'Ariana Ville,8989
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de L'Ariana Ville,6212
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de L'Ariana Ville,24
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de L'Ariana Ville,18552
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de L'Ariana Ville,41
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de L'Ariana Ville,254
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de L'Ariana Ville,1427
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de L'Ariana Ville,177
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de L'Ariana Ville,1749
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de L'Ariana Ville,522
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de L'Ariana Ville,9708
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de L'Ariana Ville,4635
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de L'Ariana Ville,39
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Soukra,32360
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Soukra,346
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Soukra,742
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Soukra,5056
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Soukra,6247
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Soukra,5287
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Soukra,2531
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Soukra,6492
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Soukra,5629
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Soukra,30
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Soukra,17242
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Soukra,40
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Soukra,175
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Soukra,4616
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Soukra,179
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Soukra,1678
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Soukra,421
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Soukra,6067
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Soukra,4043
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Soukra,23
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Raoued,23280
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Raoued,254
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Raoued,546
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Raoued,2824
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Raoued,5058
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Raoued,3573
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Raoued,2368
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Raoued,4605
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Raoued,4039
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Raoued,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Raoued,10697
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Raoued,22
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Raoued,140
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Raoued,1866
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Raoued,114
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Raoued,1067
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Raoued,244
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Raoued,4570
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Raoued,2660
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Raoued,14
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Raoued,2811
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Raoued,260
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Raoued,63
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Raoued,437
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Raoued,612
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Raoued,527
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Raoued,278
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Raoued,352
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Raoued,283
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Raoued,-1
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Raoued,1038
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Raoued,25
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Raoued,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Raoued,302
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Raoued,14
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Raoued,148
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Raoued,15
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Raoued,342
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Raoued,182
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Raoued,3
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Ben Arous,6820
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Ben Arous,34
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Ben Arous,150
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Ben Arous,1700
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Ben Arous,446
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Ben Arous,1308
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Ben Arous,716
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Ben Arous,1600
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Ben Arous,858
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Ben Arous,8
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Ben Arous,3589
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Ben Arous,8
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Ben Arous,32
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Ben Arous,1214
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Ben Arous,19
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Ben Arous,351
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Ben Arous,63
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Ben Arous,1358
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Ben Arous,534
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Ben Arous,10
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de La Nouvelle Medina,13060
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de La Nouvelle Medina,71
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de La Nouvelle Medina,385
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de La Nouvelle Medina,3044
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de La Nouvelle Medina,1186
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de La Nouvelle Medina,2244
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de La Nouvelle Medina,1227
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de La Nouvelle Medina,3080
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de La Nouvelle Medina,1806
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de La Nouvelle Medina,17
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de La Nouvelle Medina,7316
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de La Nouvelle Medina,16
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de La Nouvelle Medina,100
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de La Nouvelle Medina,2210
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de La Nouvelle Medina,59
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de La Nouvelle Medina,711
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de La Nouvelle Medina,179
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de La Nouvelle Medina,2959
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de La Nouvelle Medina,1060
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de La Nouvelle Medina,22
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Mourouj,24775
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Mourouj,147
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Mourouj,641
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Mourouj,4130
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Mourouj,2084
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Mourouj,4787
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Mourouj,2419
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de El Mourouj,7051
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Mourouj,3496
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de El Mourouj,20
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Mourouj,12354
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Mourouj,78
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Mourouj,151
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Mourouj,2288
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Mourouj,105
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Mourouj,1228
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Mourouj,304
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de El Mourouj,6479
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Mourouj,1700
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de El Mourouj,21
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Radès,13904
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Radès,140
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Radès,436
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Radès,2613
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Radès,1439
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Radès,2479
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Radès,1527
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Radès,3283
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Radès,1970
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Radès,17
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Radès,7301
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Radès,22
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Radès,111
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Radès,1565
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Radès,70
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Radès,745
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Radès,284
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Radès,3321
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Radès,1169
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Radès,14
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Megrine,5660
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Megrine,35
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Megrine,154
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Megrine,1290
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Megrine,377
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Megrine,948
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Megrine,466
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Megrine,1452
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Megrine,927
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Megrine,11
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Megrine,3486
