Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Kesra,3
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Kesra,20
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Kesra,25
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Kesra,41
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Kesra,27
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Kesra,417
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Kesra,22
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Kesra,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Kesra,225
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Kesra,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Kesra,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Kesra,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Kesra,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Kesra,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Kesra,1
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Kesra,203
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Kesra,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Kesra,0
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Kesra,2698
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Kesra,903
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Kesra,6
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Kesra,71
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Kesra,838
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Kesra,168
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Kesra,112
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Kesra,559
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Kesra,39
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Kesra,2
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Kesra,834
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Kesra,570
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Kesra,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Kesra,92
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Kesra,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Kesra,23
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Kesra,2
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Kesra,134
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Kesra,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Kesra,1
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Bargou,985
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Bargou,87
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Bargou,13
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Bargou,67
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Bargou,127
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Bargou,163
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Bargou,54
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Bargou,411
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Bargou,60
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Bargou,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Bargou,370
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Bargou,8
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Bargou,85
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Bargou,37
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Bargou,1
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Bargou,207
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Bargou,31
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Bargou,1
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Bargou,1695
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Bargou,1028
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Bargou,12
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Bargou,25
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Bargou,187
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Bargou,72
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Bargou,48
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Bargou,299
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Bargou,24
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Bargou,139
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Bargou,70
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Bargou,19
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Bargou,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Bargou,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Bargou,42
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Bargou,6
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Bargou,0
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sousse Medina,7998
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sousse Medina,96
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sousse Medina,75
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sousse Medina,969
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sousse Medina,408
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sousse Medina,1384
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sousse Medina,564
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sousse Medina,2198
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sousse Medina,2271
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sousse Medina,33
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sousse Medina,4315
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sousse Medina,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sousse Medina,18
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sousse Medina,473
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sousse Medina,21
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sousse Medina,428
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sousse Medina,95
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sousse Medina,1955
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sousse Medina,1314
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sousse Medina,9
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sousse Riadh,15174
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sousse Riadh,88
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sousse Riadh,264
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sousse Riadh,3171
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sousse Riadh,2138
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sousse Riadh,2466
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sousse Riadh,1302
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sousse Riadh,3029
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sousse Riadh,2694
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sousse Riadh,22
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sousse Riadh,7936
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sousse Riadh,17
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sousse Riadh,30
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sousse Riadh,3272
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sousse Riadh,53
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sousse Riadh,813
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sousse Riadh,76
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sousse Riadh,2493
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sousse Riadh,1155
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sousse Riadh,27
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sousse Jawhara,19410
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sousse Jawhara,143
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sousse Jawhara,314
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sousse Jawhara,2418
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sousse Jawhara,2118
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sousse Jawhara,3030
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sousse Jawhara,1395
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sousse Jawhara,4659
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sousse Jawhara,5279
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sousse Jawhara,54
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sousse Jawhara,11599
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sousse Jawhara,11
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sousse Jawhara,76
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sousse Jawhara,2151
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sousse Jawhara,65
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sousse Jawhara,1010
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sousse Jawhara,184
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sousse Jawhara,5147
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sousse Jawhara,2911
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sousse Jawhara,44
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sousse Sidi Abdelhamid,11931
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sousse Sidi Abdelhamid,224
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sousse Sidi Abdelhamid,339
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sousse Sidi Abdelhamid,2550
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sousse Sidi Abdelhamid,2026
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sousse Sidi Abdelhamid,2005
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sousse Sidi Abdelhamid,1063
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sousse Sidi Abdelhamid,1478
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sousse Sidi Abdelhamid,2228
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sousse Sidi Abdelhamid,18
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sousse Sidi Abdelhamid,6318
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sousse Sidi Abdelhamid,16
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sousse Sidi Abdelhamid,44
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sousse Sidi Abdelhamid,2867
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sousse Sidi Abdelhamid,39
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sousse Sidi Abdelhamid,538
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sousse Sidi Abdelhamid,58
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sousse Sidi Abdelhamid,1246
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sousse Sidi Abdelhamid,1493
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sousse Sidi Abdelhamid,17
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Hergla,1675
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Hergla,112
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Hergla,7
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Hergla,228
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Hergla,200
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Hergla,178
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Hergla,207
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Hergla,284
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Hergla,456
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Hergla,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Hergla,751
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Hergla,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Hergla,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Hergla,291
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Hergla,7
