,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
5955,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Soukra,1678
5956,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Soukra,421
5957,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Soukra,6067
5958,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Soukra,4043
5961,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Raoued,254
5962,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Raoued,546
5963,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Raoued,2824
5964,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Raoued,5058
5965,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Raoued,3573
5966,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Raoued,2368
5967,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Raoued,4605
5968,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Raoued,4039
5971,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Raoued,22
5972,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Raoued,140
5973,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Raoued,1866
5974,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Raoued,114
5975,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Raoued,1067
5976,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Raoued,244
5977,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Raoued,4570
5978,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Raoued,2660
5981,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Raoued,260
5982,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Raoued,63
5983,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Raoued,437
5984,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Raoued,612
5985,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Raoued,527
5986,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Raoued,278
5987,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Raoued,352
5988,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Raoued,283
5991,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Raoued,25
5992,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Raoued,7
5993,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Raoued,302
5994,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Raoued,14
5995,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Raoued,148
5996,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Raoued,15
5997,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Raoued,342
5998,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Raoued,182
6001,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Ben Arous,34
6002,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Ben Arous,150
6003,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Ben Arous,1700
6004,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Ben Arous,446
6005,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Ben Arous,1308
6006,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Ben Arous,716
6007,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Ben Arous,1600
6008,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Ben Arous,858
6011,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Ben Arous,8
6012,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Ben Arous,32
6013,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Ben Arous,1214
6014,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Ben Arous,19
6015,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Ben Arous,351
6016,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Ben Arous,63
6017,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Ben Arous,1358
6018,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Ben Arous,534
6021,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de La Nouvelle Medina,71
6022,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de La Nouvelle Medina,385
6023,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de La Nouvelle Medina,3044
6024,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de La Nouvelle Medina,1186
6025,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de La Nouvelle Medina,2244
6026,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de La Nouvelle Medina,1227
6027,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de La Nouvelle Medina,3080
6028,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de La Nouvelle Medina,1806
6031,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de La Nouvelle Medina,16
6032,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de La Nouvelle Medina,100
6033,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de La Nouvelle Medina,2210
6034,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de La Nouvelle Medina,59
6035,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de La Nouvelle Medina,711
6036,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de La Nouvelle Medina,179
6037,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de La Nouvelle Medina,2959
6038,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de La Nouvelle Medina,1060
6041,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Mourouj,147
6042,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Mourouj,641
6043,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Mourouj,4130
6044,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Mourouj,2084
6045,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Mourouj,4787
6046,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Mourouj,2419
6047,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de El Mourouj,7051
6048,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Mourouj,3496
6051,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Mourouj,78
6052,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Mourouj,151
6053,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Mourouj,2288
6054,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Mourouj,105
6055,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Mourouj,1228
6056,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Mourouj,304
6057,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de El Mourouj,6479
6058,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Mourouj,1700
6061,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Radès,140
6062,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Radès,436
6063,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Radès,2613
6064,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Radès,1439
6065,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Radès,2479
6066,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Radès,1527
6067,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Radès,3283
6068,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Radès,1970
6071,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Radès,22
6072,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Radès,111
6073,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Radès,1565
6074,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Radès,70
6075,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Radès,745
6076,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Radès,284
6077,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Radès,3321
6078,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Radès,1169
6081,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Megrine,35
6082,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Megrine,154
6083,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Megrine,1290
6084,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Megrine,377
6085,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Megrine,948
6086,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Megrine,466
6087,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Megrine,1452
6088,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Megrine,927
6091,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Megrine,4
6092,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Megrine,45
6093,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Megrine,968
6094,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Megrine,27
6095,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Megrine,314
6096,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Megrine,93
6097,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Megrine,1411
6098,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Megrine,616
6101,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Mohamedia,229
6102,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Mohamedia,315
6103,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Mohamedia,2771
6104,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Mohamedia,2623
6105,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Mohamedia,2128
6106,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Mohamedia,1490
6107,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Mohamedia,3131
6108,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Mohamedia,1261
6111,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Mohamedia,44
6112,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Mohamedia,25
6113,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Mohamedia,2478
6114,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Mohamedia,46
6115,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Mohamedia,514
6116,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Mohamedia,77
6117,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Mohamedia,1547
6118,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Mohamedia,573
6121,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Mohamedia,228
6122,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Mohamedia,31
6123,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Mohamedia,270
6124,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Mohamedia,374
6125,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Mohamedia,174
6126,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Mohamedia,141
6127,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Mohamedia,124
6128,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Mohamedia,66
6131,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Mohamedia,52
6132,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Mohamedia,0
6133,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Mohamedia,199
6134,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Mohamedia,4
6135,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Mohamedia,36
6136,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Mohamedia,7
6137,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Mohamedia,56
6138,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Mohamedia,25
6141,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Fouchana,110
6142,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Fouchana,228
6143,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Fouchana,2633
6144,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Fouchana,1234
6145,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Fouchana,1821
6146,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Fouchana,1170
6147,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Fouchana,2200
6148,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Fouchana,1255
6151,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Fouchana,14
6152,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Fouchana,17
6153,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Fouchana,2087
6154,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Fouchana,43
6155,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Fouchana,413
6156,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Fouchana,79
6157,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Fouchana,1409
6158,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Fouchana,568
6161,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Fouchana,188
6162,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Fouchana,179
6163,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Fouchana,2309
6164,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Fouchana,1509
6165,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Fouchana,1153
6166,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Fouchana,437
6167,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Fouchana,759
6168,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Fouchana,495
6171,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Fouchana,239
6172,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Fouchana,15
6173,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Fouchana,2033
6174,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Fouchana,25
6175,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Fouchana,369
6176,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Fouchana,19
6177,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Fouchana,434
6178,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Fouchana,222
6181,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Mornag,885
6182,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Mornag,171
6183,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Mornag,1739
6184,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Mornag,1243
6185,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Mornag,1382
6186,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Mornag,822
6187,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Mornag,1558
6188,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Mornag,1065
6191,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Mornag,402
6192,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Mornag,23
6193,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Mornag,1054
6194,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Mornag,35
6195,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Mornag,357
6196,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Mornag,48
6197,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Mornag,1065
6198,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Mornag,455
6201,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Mornag,1692
6202,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Mornag,77
6203,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Mornag,1129
6204,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Mornag,679
6205,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Mornag,701
6206,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Mornag,506
6207,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Mornag,586
6208,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Mornag,287
6211,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Mornag,470
6212,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Mornag,9
6213,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Mornag,491
6214,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Mornag,15
6215,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Mornag,127
6216,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Mornag,9
6217,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Mornag,209
6218,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Mornag,78
6221,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Mannouba,139
6222,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Mannouba,313
6223,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Mannouba,1507
6224,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Mannouba,1025
6225,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Mannouba,2110
6226,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Mannouba,1230
6227,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Mannouba,4535
6228,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Mannouba,2140
6231,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Mannouba,18
6232,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Mannouba,84
6233,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Mannouba,884
6234,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Mannouba,55
6235,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Mannouba,614
6236,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Mannouba,138
6237,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Mannouba,4286
6238,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Mannouba,1151
6241,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Douar Hicher,145
6242,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Douar Hicher,385
6243,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Douar Hicher,3137
6244,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Douar Hicher,4563
6245,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Douar Hicher,2767
6246,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Douar Hicher,1251
6247,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Douar Hicher,4123
6248,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Douar Hicher,2092
6251,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Douar Hicher,21
6252,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Douar Hicher,36
6253,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Douar Hicher,3174
6254,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Douar Hicher,52
6255,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Douar Hicher,649
6256,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Douar Hicher,71
6257,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Douar Hicher,2094
6258,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Douar Hicher,1516
6261,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Douar Hicher,9
6262,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Douar Hicher,10
6263,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Douar Hicher,30
6264,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Douar Hicher,138
6265,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Douar Hicher,33
6266,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Douar Hicher,13
6267,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Douar Hicher,56
6268,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Douar Hicher,42
6271,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Douar Hicher,5
6272,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Douar Hicher,1
6273,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Douar Hicher,36
6274,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Douar Hicher,1
6275,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Douar Hicher,12
6276,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Douar Hicher,1
6277,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Douar Hicher,10
6278,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Douar Hicher,33
6281,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Oued Ellil,434
6282,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Oued Ellil,274
6283,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Oued Ellil,2120
6284,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Oued Ellil,2324
6285,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Oued Ellil,1829
6286,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Oued Ellil,1111
6287,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Oued Ellil,3723
6288,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Oued Ellil,1432
6291,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Oued Ellil,231
6292,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Oued Ellil,33
6293,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Oued Ellil,1905
6294,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Oued Ellil,42
6295,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Oued Ellil,539
