,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
342,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Sidi Bouzid,333
343,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1725
344,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,3630
345,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Sidi Bouzid,3849
346,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Sidi Bouzid,1093
347,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Sidi Bouzid,9415
348,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Sidi Bouzid,1441
351,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Sidi Bouzid,376
352,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Sidi Bouzid,138
353,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1012
354,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,82
355,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Sidi Bouzid,742
356,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Sidi Bouzid,70
357,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Sidi Bouzid,5893
358,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Sidi Bouzid,677
361,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Sidi Bouzid,18447
362,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Sidi Bouzid,547
363,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,2207
364,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,21049
365,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Sidi Bouzid,7533
366,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Sidi Bouzid,2440
367,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Sidi Bouzid,8675
368,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Sidi Bouzid,1588
371,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Sidi Bouzid,12636
372,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Sidi Bouzid,142
373,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1997
374,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,475
375,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Sidi Bouzid,614
376,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Sidi Bouzid,45
377,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Sidi Bouzid,2626
378,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Sidi Bouzid,550
380,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Gabès,1752
381,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Gabès,9214
382,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Gabès,12347
383,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Gabès,8003
384,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Gabès,3299
385,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Gabès,12489
386,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Gabès,3923
389,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Gabès,616
390,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Gabès,188
391,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Gabès,2141
392,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Gabès,177
393,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Gabès,2012
394,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Gabès,186
395,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Gabès,8541
396,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Gabès,1738
399,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Gabès,4503
400,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Gabès,438
401,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Gabès,1722
402,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Gabès,6739
403,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Gabès,2150
404,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Gabès,813
405,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Gabès,3326
406,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Gabès,989
409,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Gabès,1491
410,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Gabès,18
411,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Gabès,812
412,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Gabès,78
413,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Gabès,422
414,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Gabès,16
415,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Gabès,1044
416,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Gabès,284
419,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Gabès,3991
421,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Medenine,4421
422,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Medenine,1148
423,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Medenine,5711
424,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Medenine,19247
425,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Medenine,16549
426,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Medenine,6538
427,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Medenine,15511
428,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Medenine,16447
431,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Medenine,313
432,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Medenine,112
433,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Medenine,2917
434,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Medenine,229
435,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Medenine,3391
436,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Medenine,433
437,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Medenine,9502
438,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Medenine,4822
441,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Medenine,3185
442,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Medenine,269
443,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Medenine,1354
444,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Medenine,6322
445,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Medenine,3914
446,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Medenine,1160
447,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Medenine,3277
448,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Medenine,1196
451,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Medenine,416
452,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Medenine,7
453,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Medenine,444
454,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Medenine,69
455,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Medenine,364
456,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Medenine,27
457,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Medenine,1022
458,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Medenine,292
461,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Tataouine,388
462,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Tataouine,1028
463,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Tataouine,1455
464,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Tataouine,4668
465,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Tataouine,2907
466,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Tataouine,873
467,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Tataouine,5264
468,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Tataouine,1124
471,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Tataouine,32
472,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Tataouine,42
473,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Tataouine,520
474,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Tataouine,39
475,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Tataouine,550
476,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Tataouine,44
477,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Tataouine,3103
478,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Tataouine,382
481,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Tataouine,1218
482,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Tataouine,447
483,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Tataouine,469
484,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Tataouine,2580
485,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Tataouine,1472
486,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Tataouine,373
487,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Tataouine,1941
488,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Tataouine,417
491,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Tataouine,69
492,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Tataouine,9
493,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Tataouine,149
494,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Tataouine,23
495,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Tataouine,114
496,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Tataouine,4
497,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Tataouine,740
498,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Tataouine,81
501,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Gafsa,848
502,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Gafsa,7470
503,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Gafsa,2899
504,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Gafsa,6280
505,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Gafsa,5361
506,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Gafsa,3015
507,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Gafsa,18936
508,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Gafsa,2477
511,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Gafsa,151
512,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Gafsa,744
513,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Gafsa,1783
514,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Gafsa,82
515,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Gafsa,1240
516,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Gafsa,194
517,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Gafsa,8248
518,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Gafsa,1295
521,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Gafsa,4487
522,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Gafsa,481
523,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Gafsa,412
524,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Gafsa,3731
525,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Gafsa,1052
526,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Gafsa,558
527,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Gafsa,5749
528,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Gafsa,341
531,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Gafsa,1764
532,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Gafsa,26
533,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Gafsa,1275
534,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Gafsa,65
535,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Gafsa,134
536,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Gafsa,17
537,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Gafsa,964
538,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Gafsa,116
541,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Tozeur,2168
542,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Tozeur,589
543,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Tozeur,737
544,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Tozeur,2760
545,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Tozeur,1865
546,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Tozeur,1022
547,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Gouvernorat de Tozeur,5715
548,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Tozeur,1526
551,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Tozeur,108
552,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Tozeur,45
553,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Tozeur,296
554,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Tozeur,47
555,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Tozeur,1051
556,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Tozeur,128
557,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Gouvernorat de Tozeur,3640
558,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Tozeur,593
561,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Tozeur,1774
562,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Tozeur,369
563,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Tozeur,161
564,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Tozeur,1072
565,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Tozeur,523
566,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Tozeur,337
567,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Gouvernorat de Tozeur,2394
568,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Tozeur,365
571,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Tozeur,78
572,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Tozeur,21
573,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Tozeur,141
574,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Tozeur,17
575,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Tozeur,250
576,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Tozeur,24
577,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Gouvernorat de Tozeur,1299
578,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Tozeur,219
581,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Bab Souika,26
582,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Bab Souika,91
583,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Bab Souika,843
584,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Bab Souika,464
